Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),hepatic_zone,Instrument,isolation,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,tissue
SRR7343942,RNA-Seq,76,1612354440,PRJNA414905,SAMN07810637,1071763507,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX3298680,GSM2819678,pericentral (CV),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:15:00Z,1,GSM2819678,hepatocytes,SRP120376,liver
SRR7343943,RNA-Seq,76,1889025144,PRJNA414905,SAMN07810636,1242184984,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX3298681,GSM2819679,pericentral (CV),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:15:00Z,1,GSM2819679,hepatocytes,SRP120376,liver
SRR7343944,RNA-Seq,76,1185173184,PRJNA414905,SAMN07810635,929675550,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX3298682,GSM2819680,pericentral (CV),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:13:00Z,1,GSM2819680,hepatocytes,SRP120376,liver
SRR7343945,RNA-Seq,76,2192440704,PRJNA414905,SAMN07810634,1548841434,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX3298683,GSM2819681,pericentral (CV),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:18:00Z,1,GSM2819681,hepatocytes,SRP120376,liver
SRR7343946,RNA-Seq,76,1443955920,PRJNA414905,SAMN07810633,972714657,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3298684,GSM2819682,pericentral (CV),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:13:00Z,1,GSM2819682,hepatocytes,SRP120376,liver
SRR7343947,RNA-Seq,76,2075925180,PRJNA414905,SAMN07810632,1453249754,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3298685,GSM2819683,pericentral (CV),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:18:00Z,1,GSM2819683,hepatocytes,SRP120376,liver
SRR7343948,RNA-Seq,76,1763237316,PRJNA414905,SAMN07810631,1202371819,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX3298686,GSM2819684,pericentral (CV),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:15:00Z,1,GSM2819684,hepatocytes,SRP120376,liver
SRR7343949,RNA-Seq,76,885327572,PRJNA414905,SAMN07810630,739981283,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX3298687,GSM2819685,pericentral (CV),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T20:55:00Z,1,GSM2819685,hepatocytes,SRP120376,liver
SRR7343950,RNA-Seq,76,1301807040,PRJNA414905,SAMN07810629,1028959553,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX3298688,GSM2819686,pericentral (CV),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:13:00Z,1,GSM2819686,hepatocytes,SRP120376,liver
SRR7343951,RNA-Seq,76,1725183204,PRJNA414905,SAMN07810628,1220558209,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3298689,GSM2819687,pericentral (CV),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:16:00Z,1,GSM2819687,hepatocytes,SRP120376,liver
SRR7343952,RNA-Seq,76,1420048600,PRJNA414905,SAMN07810627,1053405155,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX3298690,GSM2819688,pericentral (CV),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T20:56:00Z,1,GSM2819688,hepatocytes,SRP120376,liver
SRR7343953,RNA-Seq,76,1160970300,PRJNA414905,SAMN07810626,861694842,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX3298691,GSM2819689,pericentral (CV),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:13:00Z,1,GSM2819689,hepatocytes,SRP120376,liver
SRR7343954,RNA-Seq,76,1467948132,PRJNA414905,SAMN07810625,1072066444,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX3298692,GSM2819690,pericentral (CV),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:14:00Z,1,GSM2819690,hepatocytes,SRP120376,liver
SRR7343955,RNA-Seq,76,1364020412,PRJNA414905,SAMN07810324,1049883420,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX3298693,GSM2819691,pericentral (CV),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:16:00Z,1,GSM2819691,hepatocytes,SRP120376,liver
SRR7343956,RNA-Seq,76,1817587272,PRJNA414905,SAMN07810323,1207217867,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3298694,GSM2819692,pericentral (CV),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:15:00Z,1,GSM2819692,hepatocytes,SRP120376,liver
SRR7343957,RNA-Seq,76,1840751388,PRJNA414905,SAMN07810322,1220359929,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3298695,GSM2819693,pericentral (CV),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:15:00Z,1,GSM2819693,hepatocytes,SRP120376,liver
SRR7343958,RNA-Seq,76,1803007052,PRJNA414905,SAMN07810321,1167647325,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX3298696,GSM2819694,pericentral (CV),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:15:00Z,1,GSM2819694,hepatocytes,SRP120376,liver
SRR7343959,RNA-Seq,76,1522717912,PRJNA414905,SAMN07810320,1011376711,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX3298697,GSM2819695,pericentral (CV),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:15:00Z,1,GSM2819695,hepatocytes,SRP120376,liver
SRR7343960,RNA-Seq,76,686030796,PRJNA414905,SAMN07810319,575323778,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX3298698,GSM2819696,intermediate (IZ),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T20:56:00Z,1,GSM2819696,hepatocytes,SRP120376,liver
SRR7343961,RNA-Seq,76,1026849072,PRJNA414905,SAMN07810318,835413544,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX3298699,GSM2819697,intermediate (IZ),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:13:00Z,1,GSM2819697,hepatocytes,SRP120376,liver
SRR7343962,RNA-Seq,76,2226344608,PRJNA414905,SAMN07810317,1452858083,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX3298700,GSM2819698,intermediate (IZ),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:15:00Z,1,GSM2819698,hepatocytes,SRP120376,liver
SRR7343963,RNA-Seq,76,1791412872,PRJNA414905,SAMN07810316,1180058580,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX3298701,GSM2819699,intermediate (IZ),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T20:57:00Z,1,GSM2819699,hepatocytes,SRP120376,liver
SRR7343964,RNA-Seq,76,725957700,PRJNA414905,SAMN07810315,607709519,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX3298702,GSM2819700,intermediate (IZ),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:13:00Z,1,GSM2819700,hepatocytes,SRP120376,liver
SRR7343965,RNA-Seq,76,1128604256,PRJNA414905,SAMN07810314,926082363,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX3298703,GSM2819701,intermediate (IZ),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:15:00Z,1,GSM2819701,hepatocytes,SRP120376,liver
SRR7343966,RNA-Seq,76,1895362100,PRJNA414905,SAMN07810313,1289212424,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3298704,GSM2819702,intermediate (IZ),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:22:00Z,1,GSM2819702,hepatocytes,SRP120376,liver
SRR7343967,RNA-Seq,76,1928948248,PRJNA414905,SAMN07810312,1471672541,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX3298705,GSM2819703,intermediate (IZ),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:19:00Z,1,GSM2819703,hepatocytes,SRP120376,liver
SRR7343968,RNA-Seq,76,1628379268,PRJNA414905,SAMN07810311,1067083984,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3298706,GSM2819704,intermediate (IZ),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:15:00Z,1,GSM2819704,hepatocytes,SRP120376,liver
SRR7343969,RNA-Seq,76,2030612992,PRJNA414905,SAMN07810427,1327060406,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3298707,GSM2819705,intermediate (IZ),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:22:00Z,1,GSM2819705,hepatocytes,SRP120376,liver
SRR7343970,RNA-Seq,76,1986536260,PRJNA414905,SAMN07810426,1299693586,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX3298708,GSM2819706,intermediate (IZ),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:18:00Z,1,GSM2819706,hepatocytes,SRP120376,liver
SRR7343971,RNA-Seq,76,1550859648,PRJNA414905,SAMN07810425,1082489556,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX3298709,GSM2819707,intermediate (IZ),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:15:00Z,1,GSM2819707,hepatocytes,SRP120376,liver
SRR7343972,RNA-Seq,76,944691856,PRJNA414905,SAMN07810424,785629748,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3298710,GSM2819708,intermediate (IZ),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T20:59:00Z,1,GSM2819708,hepatocytes,SRP120376,liver
SRR7343973,RNA-Seq,76,1627519632,PRJNA414905,SAMN07810423,1074751177,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX3298711,GSM2819709,intermediate (IZ),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:20:00Z,1,GSM2819709,hepatocytes,SRP120376,liver
SRR7343974,RNA-Seq,76,1561619652,PRJNA414905,SAMN07810422,1037665102,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX3298712,GSM2819710,intermediate (IZ),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:17:00Z,1,GSM2819710,hepatocytes,SRP120376,liver
SRR7343975,RNA-Seq,76,889295076,PRJNA414905,SAMN07810421,743935959,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX3298713,GSM2819711,intermediate (IZ),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:14:00Z,1,GSM2819711,hepatocytes,SRP120376,liver
SRR7343976,RNA-Seq,76,1330813124,PRJNA414905,SAMN07810419,972032346,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX3298714,GSM2819712,intermediate (IZ),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:15:00Z,1,GSM2819712,hepatocytes,SRP120376,liver
SRR7343977,RNA-Seq,76,1381068352,PRJNA414905,SAMN07810418,1005508860,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX3298715,GSM2819713,intermediate (IZ),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:16:00Z,1,GSM2819713,hepatocytes,SRP120376,liver
SRR7343978,RNA-Seq,76,1599502688,PRJNA414905,SAMN07810417,1155038113,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX3298716,GSM2819714,intermediate (IZ),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:17:00Z,1,GSM2819714,hepatocytes,SRP120376,liver
SRR7343979,RNA-Seq,76,1207282800,PRJNA414905,SAMN07810420,954159354,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX3298717,GSM2819715,periportal (PP),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T20:56:00Z,1,GSM2819715,hepatocytes,SRP120376,liver
SRR7343980,RNA-Seq,76,1575491932,PRJNA414905,SAMN07810416,1080915385,GEO,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX3298718,GSM2819716,periportal (PP),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:18:00Z,1,GSM2819716,hepatocytes,SRP120376,liver
SRR7343981,RNA-Seq,76,1357152824,PRJNA414905,SAMN07810415,950678109,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX3298719,GSM2819717,periportal (PP),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:17:00Z,1,GSM2819717,hepatocytes,SRP120376,liver
SRR7343982,RNA-Seq,76,1337071876,PRJNA414905,SAMN07810414,1025655074,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX3298720,GSM2819718,periportal (PP),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T20:56:00Z,1,GSM2819718,hepatocytes,SRP120376,liver
SRR7343983,RNA-Seq,76,2089225940,PRJNA414905,SAMN07810413,1385221103,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX3298721,GSM2819719,periportal (PP),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:24:00Z,1,GSM2819719,hepatocytes,SRP120376,liver
SRR7343984,RNA-Seq,76,1889901120,PRJNA414905,SAMN07810412,1271733250,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3298722,GSM2819720,periportal (PP),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:19:00Z,1,GSM2819720,hepatocytes,SRP120376,liver
SRR7343985,RNA-Seq,76,975690280,PRJNA414905,SAMN07810411,821229854,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX3298723,GSM2819721,periportal (PP),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:15:00Z,1,GSM2819721,hepatocytes,SRP120376,liver
SRR7343986,RNA-Seq,76,946280712,PRJNA414905,SAMN07810410,777888076,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX3298724,GSM2819722,periportal (PP),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:16:00Z,1,GSM2819722,hepatocytes,SRP120376,liver
SRR7343987,RNA-Seq,76,1977270948,PRJNA414905,SAMN07810409,1299491602,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3298725,GSM2819723,periportal (PP),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:27:00Z,1,GSM2819723,hepatocytes,SRP120376,liver
SRR7343988,RNA-Seq,76,1730489144,PRJNA414905,SAMN07810408,1347643981,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3298726,GSM2819724,periportal (PP),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:27:00Z,1,GSM2819724,hepatocytes,SRP120376,liver
SRR7343989,RNA-Seq,76,1300273664,PRJNA414905,SAMN07810406,1029071656,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX3298727,GSM2819725,periportal (PP),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:17:00Z,1,GSM2819725,hepatocytes,SRP120376,liver
SRR7343990,RNA-Seq,76,1730134224,PRJNA414905,SAMN07810407,1197755456,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3298728,GSM2819726,periportal (PP),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:27:00Z,1,GSM2819726,hepatocytes,SRP120376,liver
SRR7343991,RNA-Seq,76,1302026376,PRJNA414905,SAMN07810405,875368184,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX3298729,GSM2819727,periportal (PP),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:18:00Z,1,GSM2819727,hepatocytes,SRP120376,liver
SRR7343992,RNA-Seq,76,1864303256,PRJNA414905,SAMN07810404,1226016879,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX3298730,GSM2819728,periportal (PP),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:26:00Z,1,GSM2819728,hepatocytes,SRP120376,liver
SRR7343993,RNA-Seq,76,1565810140,PRJNA414905,SAMN07810403,1028231039,GEO,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX3298731,GSM2819729,periportal (PP),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:21:00Z,1,GSM2819729,hepatocytes,SRP120376,liver
SRR7343994,RNA-Seq,76,1876068284,PRJNA414905,SAMN07810402,1227230427,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX3298732,GSM2819730,periportal (PP),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T20:58:00Z,1,GSM2819730,hepatocytes,SRP120376,liver
SRR7343995,RNA-Seq,76,1783950508,PRJNA414905,SAMN07810401,1160395426,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX3298733,GSM2819731,periportal (PP),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:25:00Z,1,GSM2819731,hepatocytes,SRP120376,liver
SRR7343996,RNA-Seq,76,1475145256,PRJNA414905,SAMN07810400,1023815439,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX3298734,GSM2819732,periportal (PP),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:26:00Z,1,GSM2819732,hepatocytes,SRP120376,liver
SRR7343997,RNA-Seq,76,754978908,PRJNA414905,SAMN07810399,632996507,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX3298735,GSM2819733,periportal (PP),Illumina HiSeq 2500,laser capture microdissection,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-09-13T00:00:00Z,2018-06-14T18:22:00Z,1,GSM2819733,hepatocytes,SRP120376,liver
